Postal Code,Borough,Neighbourhood,Latitude,Longitude,Amphitheater,Aquarium,Arcade,Art Gallery,Bowling Alley,Casino,Circus,Comedy Club,Concert Hall,Country Dance Club,Disc Golf,Escape Room,Exhibit,General Entertainment,Go Kart Track,Historic Site,Karaoke Box,Laser Tag,Memorial Site,Mini Golf,Movie Theater,Museum,Music Venue,Pachinko Parlor,Performing Arts Venue,Pool Hall,Public Art,Racecourse,Racetrack,Roller Rink,Salsa Club,Samba School,Stadium,Theme Park,Tour Provider,VR Cafe,Water Park,Zoo,College Academic Building,College Administrative Building,College Auditorium,College Bookstore,College Cafeteria,College Classroom,College Gym,College Lab,College Library,College Quad,College Rec Center,College Residence Hall,College Stadium,College Theater,Community College,Fraternity House,General College & University,Law School,Medical School,Sorority House,Student Center,Trade School,University,Christmas Market,Conference,Convention,Festival,Line / Queue,Music Festival,Other Event,Parade,Sporting Event,Stoop Sale,Street Fair,Trade Fair,Afghan Restaurant,African Restaurant,American Restaurant,Armenian Restaurant,Asian Restaurant,Australian Restaurant,Austrian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bangladeshi Restaurant,Belgian Restaurant,Bistro,Breakfast Spot,Bubble Tea Shop,Buffet,Burger Joint,Cafeteria,Café,Cajun / Creole Restaurant,Caribbean Restaurant,Caucasian Restaurant,Coffee Shop,Comfort Food Restaurant,Creperie,Czech Restaurant,Deli / Bodega,Dessert Shop,Diner,Donut Shop,Dumpling Restaurant,Dutch Restaurant,Eastern European Restaurant,English Restaurant,Falafel Restaurant,Fast Food Restaurant,Fish & Chips Shop,Fondue Restaurant,Food Court,Food Stand,Food Truck,French Restaurant,Fried Chicken Joint,Friterie,Gastropub,German Restaurant,Gluten-free Restaurant,Greek Restaurant,Halal Restaurant,Hawaiian Restaurant,Hot Dog Joint,Hungarian Restaurant,Indian Restaurant,Irish Pub,Italian Restaurant,Jewish Restaurant,Juice Bar,Kebab Restaurant,Latin American Restaurant,Mac & Cheese Joint,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,Modern European Restaurant,Molecular Gastronomy Restaurant,Pakistani Restaurant,Pet Café,Pizza Place,Polish Restaurant,Portuguese Restaurant,Poutine Place,Restaurant,Russian Restaurant,Salad Place,Sandwich Place,Scandinavian Restaurant,Scottish Restaurant,Seafood Restaurant,Slovak Restaurant,Snack Place,Soup Place,Southern / Soul Food Restaurant,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Swiss Restaurant,Tea Room,Theme Restaurant,Turkish Restaurant,Ukrainian Restaurant,Vegetarian / Vegan Restaurant,Wings Joint,Bar,Brewery,Lounge,Night Market,Nightclub,Other Nightlife,Strip Club,Athletics & Sports,Bathing Area,Bay,Beach,Bike Trail,Boat Launch,Botanical Garden,Bridge,Campground,Canal Lock,Canal,Castle,Cave,Cemetery,Dam,Dive Spot,Dog Run,Farm,Field,Fishing Spot,Forest,Fountain,Garden,Gun Range,Harbor / Marina,Hill,Hot Spring,Indoor Play Area,Island,Lake,Lighthouse,Mountain Hut,Mountain,National Park,Nature Preserve,Other Great Outdoors,Palace,Park,Pedestrian Plaza,Picnic Area,Picnic Shelter,Playground,Plaza,Pool,Rafting,Recreation Center,Reservoir,River,Rock Climbing Spot,Roof Deck,Scenic Lookout,Sculpture Garden,Ski Area,Skydiving Drop Zone,Stables,State / Provincial Park,States & Municipalities,Summer Camp,Trail,Tree,Vineyard,Volcano,Waterfall,Waterfront,Well,Windmill,Animal Shelter,Architecture Firm,Art Studio,Auditorium,Ballroom,Building,Business Center,Cidery,Club House,Community Center,Convention Center,Cultural Center,Distillery,Distribution Center,Event Space,Factory,Fair,Funeral Home,Government Building,Industrial Estate,Library,Meadery,Medical Center,Military Base,Non-Profit,Observatory,Office,Parking,Post Office,Power Plant,Prison,Radio Station,Recruiting Agency,Research Laboratory,Research Station,School,Social Club,Spiritual Center,TV Station,Voting Booth,Warehouse,Waste Facility,Wedding Hall,Winery,Assisted Living,Home (private),Housing Development,Residential Building (Apartment / Condo),Trailer Park,ATM,Adult Boutique,Antique Shop,Arts & Crafts Store,Astrologer,Auto Dealership,Auto Garage,Auto Workshop,Automotive Shop,Baby Store,Bank,Bath House,Batik Shop,Betting Shop,Big Box Store,Bike Shop,Board Shop,Bookstore,Bridal Shop,Business Service,Camera Store,Candy Store,Car Wash,Carpet Store,Check Cashing Service,Child Care Service,Chocolate Shop,Clothing Store,Comic Shop,Construction & Landscaping,Convenience Store,Cosmetics Shop,Costume Shop,Credit Union,Currency Exchange,Department Store,Design Studio,Discount Store,Dive Shop,Drugstore,Dry Cleaner,EV Charging Station,Electronics Store,Entertainment Service,Event Service,Fabric Shop,Film Studio,Financial or Legal Service,Fireworks Store,Fishing Store,Flea Market,Floating Market,Flower Shop,Food & Drink Shop,Frame Store,Fruit & Vegetable Store,Furniture / Home Store,Gaming Cafe,Garden Center,Gas Station,Gift Shop,Gun Shop,Hardware Store,Health & Beauty Service,Herbs & Spices Store,Hobby Shop,Home Service,Hunting Supply,IT Services,Insurance Office,Internet Cafe,Jewelry Store,Kitchen Supply Store,Knitting Store,Laundromat,Laundry Service,Lawyer,Leather Goods Store,Locksmith,Lottery Retailer,Luggage Store,Marijuana Dispensary,Market,Massage Studio,Mattress Store,Medical Supply Store,Miscellaneous Shop,Mobile Phone Shop,Mobility Store,Motorcycle Shop,Motorsports Shop,Music Store,Nail Salon,Newsagent,Newsstand,Notary,Optical Shop,Other Repair Shop,Outdoor Supply Store,Outlet Mall,Outlet Store,Paper / Office Supplies Store,Pawn Shop,Perfume Shop,Pet Service,Pet Store,Pharmacy,Photography Lab,Photography Studio,Piercing Parlor,Pop-Up Shop,Print Shop,Public Bathroom,Real Estate Office,Record Shop,Recording Studio,Recycling Facility,Rental Service,Salon / Barbershop,Sauna / Steam Room,Shipping Store,Shoe Repair,Shopping Mall,Shopping Plaza,Skate Shop,Ski Shop,Smoke Shop,Smoothie Shop,Souvenir Shop,Spa,Sporting Goods Shop,Stationery Store,Storage Facility,Supplement Shop,Tailor Shop,Tanning Salon,Tattoo Parlor,Thrift / Vintage Store,Toy / Game Store,Travel Agency,Used Bookstore,Vape Store,Vehicle Inspection Station,Video Game Store,Video Store,Warehouse Store,Watch Shop,Airport,Baggage Locker,Bike Rental / Bike Share,Boat Rental,Boat or Ferry,Border Crossing,Bus Station,Bus Stop,Cable Car,Cruise Ship,Duty-free Shop,General Travel,Heliport,Hotel,Intersection,Light Rail Station,Marine Terminal,Metro Station,Moving Target,Pier,Port,RV Park,Rental Car Location,Rest Area,Road,Taxi Stand,Taxi,Toll Booth,Toll Plaza,Tourist Information Center,Train Station,Tram Station,Transportation Service,Travel Lounge,Truck Stop,Tunnel
M3K,North York,Downsview,43.739,-79.4692,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,2,0,0,0,0,3,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,2,0,0,0,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,8,1,2,0,14,0,0,0,0,0,0,0,0,7,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,3,0,0,1,1,0,4,0,0,0,3,0,0,0,0,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
M4K,East Toronto,"The Danforth West, Riverdale",43.6803,-79.3538,0,0,2,3,1,0,1,2,1,0,0,0,0,7,0,2,0,0,0,0,1,0,7,0,13,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,0,0,4,1,12,0,0,0,6,2,0,7,0,19,0,5,0,18,0,0,0,2,16,2,1,0,0,0,0,3,14,1,0,1,0,2,0,2,0,1,0,0,39,1,0,0,0,2,0,7,0,4,1,4,0,9,7,9,0,0,0,0,13,0,0,0,15,0,1,6,0,0,0,0,1,0,0,2,0,1,0,4,0,2,0,4,3,30,2,3,0,3,0,0,35,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,9,0,11,0,0,0,4,2,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,1,0,0,0,5,0,0,0,2,0,1,0,33,1,3,0,40,5,3,0,0,1,0,0,0,18,1,13,0,1,0,0,0,1,1,0,2,34,1,4,0,1,4,0,0,0,0,5,0,17,0,0,0,0,3,0,6,2,2,0,2,0,0,0,2,1,36,0,0,16,17,2,2,0,0,1,3,0,0,1,0,9,0,0,0,0,1,0,0,0,0,11,35,1,5,13,0,0,4,6,0,1,4,0,0,0,0,0,0,0,1,0,0,1,8,2,0,0,0,0,1,1,4,1,0,23,7,0,0,0,4,8,0,2,0,4,2,0,0,0,2,0,1,1,4,12,0,0,0,1,2,0,0,2,0,1,0,28,0,2,0,1,0,0,0,3,1,0,21,2,0,0,2,3,1,1,2,3,3,0,0,0,2,2,0,0,0,0,0,0,1,0,12,14,0,0,0,2,0,1,0,3,0,3,5,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0
M5K,Downtown Toronto,"Toronto Dominion Centre, Design Exchange",43.6469,-79.3823,0,10,12,44,2,6,2,13,26,0,0,2,5,45,0,19,0,0,0,2,43,18,42,0,46,9,33,1,8,0,0,0,32,5,3,0,4,2,48,21,22,5,6,26,5,35,10,2,2,3,0,0,4,4,21,1,4,0,21,11,32,0,1,1,1,0,1,4,0,2,0,0,0,1,2,47,0,50,4,0,22,18,46,0,1,13,50,30,1,31,11,49,3,14,0,50,4,3,0,47,47,14,6,7,0,2,2,18,48,2,0,50,8,45,13,14,0,22,2,10,31,6,7,50,0,42,4,48,0,46,2,9,0,38,49,47,3,1,1,0,43,1,1,2,48,0,50,49,0,0,16,0,26,11,4,13,2,19,0,22,3,3,0,32,8,50,15,49,0,50,31,7,44,0,0,3,0,0,0,7,2,0,0,0,0,3,0,0,14,3,5,0,0,2,17,0,19,0,3,2,0,3,0,0,1,0,0,43,0,42,2,0,0,9,25,24,0,2,0,0,0,3,27,19,4,0,0,0,2,1,3,0,1,0,0,0,1,0,4,0,1,11,4,45,6,0,5,5,49,1,0,3,48,2,1,1,50,0,13,0,47,6,38,0,47,48,26,0,0,5,10,0,2,35,3,43,7,5,2,2,0,6,4,0,9,48,2,26,1,8,27,1,1,0,0,7,0,44,1,0,0,0,6,4,30,10,15,8,16,5,0,1,0,13,50,1,1,50,50,1,6,12,18,42,7,1,1,3,3,40,0,1,1,0,9,0,0,4,0,16,44,2,4,42,4,1,9,43,0,8,26,0,11,2,0,14,3,0,36,3,0,0,47,6,4,0,0,10,5,16,20,3,1,42,37,1,0,0,8,33,0,18,0,47,2,4,0,0,34,2,2,2,8,46,12,5,1,15,17,6,7,7,3,0,3,45,0,11,5,15,0,0,0,20,11,2,46,41,5,3,2,11,9,12,11,16,21,0,3,0,16,2,0,4,0,0,50,0,49,0,50,32,3,0,0,41,0,48,0,47,0,10,40,4,0,0,43,0,1,2,1,0,0,8,31,5,4,8,0,0
M6K,West Toronto,"Brockton, Parkdale Village, Exhibition Place",43.6383,-79.4301,0,0,0,49,0,1,0,1,5,0,0,0,0,35,0,4,0,1,0,0,1,1,24,0,25,0,7,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,2,0,1,0,1,3,0,0,1,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,50,0,0,5,0,21,0,0,0,10,3,0,13,2,40,0,8,0,32,2,0,0,4,19,4,3,2,0,0,0,5,18,0,0,1,0,7,4,3,0,3,1,1,2,0,1,5,0,8,0,4,0,8,0,1,2,0,8,6,0,0,0,0,13,0,0,2,33,0,3,15,0,0,1,0,4,2,0,1,0,1,1,1,1,1,0,11,0,44,4,19,2,13,9,2,44,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,3,2,2,0,0,0,5,0,2,0,0,0,0,2,2,0,1,0,0,8,0,19,0,0,0,7,4,2,0,0,0,0,0,1,2,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,48,4,0,1,2,4,1,0,0,30,3,1,0,10,0,4,0,46,1,7,0,46,13,5,0,0,1,1,1,0,11,0,16,0,0,1,0,0,1,1,0,5,45,3,5,0,16,14,0,0,0,0,5,1,13,0,0,1,0,10,1,5,2,8,4,2,0,0,0,1,2,48,0,0,30,7,0,0,0,1,39,2,0,1,3,0,9,0,1,1,2,3,0,0,2,0,9,38,0,1,25,1,1,0,8,0,6,5,0,2,0,0,0,0,1,5,0,0,0,15,1,0,0,0,1,4,2,5,0,0,17,5,1,0,0,2,7,0,0,0,5,0,1,0,0,3,0,0,3,4,14,5,3,0,3,2,1,2,4,0,1,0,32,0,1,0,3,0,0,0,2,2,0,13,2,1,3,2,1,1,10,14,2,2,0,0,0,0,2,0,0,0,0,5,0,0,0,9,19,0,0,0,1,0,13,0,13,0,0,6,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,1
M1L,Scarborough,"Golden Mile, Clairlea, Oakridge",43.7122,-79.2843,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,4,0,0,0,1,5,2,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,10,0,1,0,7,3,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,1,0,3,7,0,1,0,0,1,0,0,1,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,6,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,6,2,0,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2L,North York,"York Mills, Silver Hills",43.7547,-79.3764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,1,0,1,0,0,0,0,0,0,6,0,9,0,1,0,0,0,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3L,North York,Downsview,43.7334,-79.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4L,East Toronto,"India Bazaar, The Beaches West",43.6693,-79.3155,0,0,0,8,1,0,1,2,1,0,0,0,0,5,0,2,0,0,0,0,2,0,1,0,11,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,11,0,0,7,0,8,0,0,2,3,1,3,3,0,16,1,1,0,10,0,0,0,3,10,2,3,1,0,0,0,3,9,2,0,0,1,4,2,2,0,2,0,0,2,4,0,0,0,29,0,3,0,3,2,2,0,1,3,6,0,0,4,1,5,0,0,1,17,0,0,6,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,3,1,16,3,2,0,0,2,1,25,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,9,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,2,0,0,0,0,8,2,0,0,4,0,1,0,23,0,2,0,30,3,0,1,0,1,0,0,0,14,0,10,0,1,0,0,0,0,1,0,3,9,0,0,0,3,7,0,0,1,1,4,0,7,0,0,0,0,2,3,6,1,0,0,2,2,0,0,2,0,19,2,2,20,3,0,0,0,0,1,2,0,0,2,0,2,0,0,1,0,1,0,0,0,0,3,23,0,1,12,0,1,5,4,0,4,1,1,1,1,0,0,0,0,12,0,0,0,9,0,0,0,0,0,1,1,1,0,0,9,0,0,1,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,3,1,0,0,0,26,0,0,0,0,2,0,0,2,1,0,7,3,0,4,0,0,2,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,6,7,0,0,0,1,0,3,0,12,0,0,5,0,0,0,7,2,0,0,0,0,0,0,2,1,0,0,0,0
M5L,Downtown Toronto,"Commerce Court, Victoria Hotel",43.6492,-79.3823,0,10,12,44,2,5,1,12,24,0,0,2,5,45,0,14,0,0,0,2,42,17,40,0,47,9,31,1,7,0,0,0,31,5,2,0,3,2,48,21,23,5,6,26,5,35,10,2,2,3,0,0,4,4,21,1,4,0,22,11,32,0,1,1,1,0,1,4,0,2,0,0,0,1,3,47,0,50,4,0,20,18,47,0,1,13,50,28,1,34,11,49,3,14,0,50,4,3,0,47,47,15,6,4,0,2,2,15,48,2,0,50,8,47,11,11,0,21,2,9,30,5,7,50,0,41,4,50,0,41,2,6,0,38,49,47,3,1,1,0,42,1,1,2,48,0,50,49,0,0,17,0,25,10,3,11,2,19,0,18,3,3,0,32,6,50,13,49,0,50,28,6,44,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,13,2,4,0,0,2,17,0,11,0,3,2,0,1,0,0,1,0,0,44,0,35,2,0,0,9,21,21,0,2,0,0,0,5,25,19,4,0,0,0,2,1,3,0,1,0,0,0,1,0,4,0,1,11,4,45,6,0,4,4,49,1,0,3,49,2,1,1,50,0,12,0,48,7,39,0,48,48,24,0,0,5,10,0,2,35,3,39,7,5,2,2,0,5,3,0,8,48,1,24,1,7,27,1,1,0,0,7,0,44,1,0,0,0,4,5,28,9,14,8,15,5,0,1,0,13,50,1,1,50,50,1,6,12,17,42,6,1,1,3,3,41,0,1,1,1,9,0,0,3,0,16,46,2,4,42,4,1,8,43,0,7,28,0,10,2,0,12,3,0,36,3,0,0,43,6,4,0,0,10,4,14,16,3,1,41,37,1,0,0,8,31,0,18,0,43,2,3,0,0,33,2,2,2,8,46,11,5,1,15,14,6,8,5,3,0,3,44,0,9,5,15,0,0,0,20,10,1,46,39,5,3,2,11,9,12,12,15,19,0,3,0,16,2,0,4,0,0,50,0,20,0,50,30,2,0,0,41,0,48,0,48,0,10,40,3,0,0,43,0,1,2,1,0,0,7,31,5,4,8,0,0
M6L,North York,"North Park, Maple Leaf Park, Upwood Park",43.7137,-79.4869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,8,0,2,0,8,0,2,0,7,0,1,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
